account,tweets,following,followers,month,likes,lists,moments,dept
https://twitter.com/sdotbridges,54773,14,902,Nov-16,8,0,0,DOT
https://twitter.com/seattledot,60360,201,113768,Nov-16,1113,0,0,DOT
https://twitter.com/waterfrontsea,2628,386,4292,Nov-16,359,4,0,DOT
https://twitter.com/seattlefm,2674,918,9338,Nov-16,180,1,0,FAM
https://twitter.com/seattleanimal,1978,212,1600,Nov-16,108,0,0,FAS
https://twitter.com/seattlehsd,561,844,993,Nov-16,20,0,0,HSD
https://twitter.com/iandraffairs,2379,1116,1005,Nov-16,214,0,0,IMR
https://twitter.com/cityofseattle/,3367,1522,119193,Nov-16,145,27,0,ITD
https://twitter.com/civictechsea ,1779,802,1038,Nov-16,1097,0,0,ITD
https://twitter.com/diginclusion,925,290,728,Nov-16,115,2,0,ITD
https://twitter.com/seatechboard,297,2403,683,Nov-16,169,0,0,ITD
https://twitter.com/seattlechannel,7349,907,11034,Nov-16,1549,0,0,ITD
https://twitter.com/seattlecityjobs,961,615,1014,Nov-16,373,0,0,ITD
https://twitter.com/seattlecto,662,286,1555,Nov-16,340,1,0,ITD
https://twitter.com/seattleopendata,40,115,198,Nov-16,0,0,0,ITD
https://twitter.com/bruceharrell,313,143,3862,Nov-16,0,0,0,LEG
https://twitter.com/cmkshama,3953,2364,23196,Nov-16,253,1,0,LEG
https://twitter.com/cmlgonzalez,341,439,1255,Nov-16,36,0,0,LEG
https://twitter.com/cmmikeobrien,867,1470,5031,Nov-16,123,0,0,LEG
https://twitter.com/cmrobjohnson,228,665,1117,Nov-16,200,0,0,LEG
https://twitter.com/councilmantim,1136,222,4983,Nov-16,37,0,0,LEG
https://twitter.com/d5juarez,407,399,971,Nov-16,175,0,0,LEG
https://twitter.com/lisa_herbold,28,73,898,Nov-16,1,0,0,LEG
https://twitter.com/sallybagshaw,3668,304,5518,Nov-16,220,9,0,LEG
https://twitter.com/seattlecouncil,7997,489,33437,Nov-16,1109,1,0,LEG
https://twitter.com/mayoredmurray,4344,935,20512,Nov-16,1198,11,0,MOS
https://twitter.com/humanrights206,698,533,551,Nov-16,4,0,0,OCR
https://twitter.com/seattlelgbt,743,467,709,Nov-16,2,0,0,OCR
https://twitter.com/seawomenscomm,465,219,541,Nov-16,56,0,0,OCR
https://twitter.com/seattleeconomy ,523,701,755,Nov-16,71,0,0,OED
https://twitter.com/alertseattle,59,299,2495,Nov-16,17,1,0,OEM
https://twitter.com/seattlerdy,63,1127,312,Nov-16,2,1,0,OEM
https://twitter.com/seattleose,1612,709,1333,Nov-16,29,1,0,OSE
https://twitter.com/seattle2035,1156,244,930,Nov-16,63,0,0,PCD
https://twitter.com/seattleopcd,668,107,408,Nov-16,61,0,0,PCD
https://twitter.com/seattleparks,6326,1091,24425,Nov-16,876,0,0,PKS
https://twitter.com/seattleparkways,327,3711,862,Nov-16,1155,0,0,PKS
https://twitter.com/dennysubstation,676,356,304,Nov-16,218,1,0,SCL
https://twitter.com/seacitylight,11141,255,19399,Nov-16,3112,2,0,SCL
https://twitter.com/skagittours,579,500,333,Nov-16,319,6,0,SCL
https://twitter.com/seattlefire,3917,331,74510,Nov-16,127,0,0,SFD
https://twitter.com/seamunicourt,16,8,124,Nov-16,0,1,0,SMC
